item,tier,pop_decile,train_pop,exposures,hits20_noobj_s0,hits20_noobj_s1,hits20_noobj_s2,hits20_control_s0,hits20_control_s1,hits20_control_s2,hits20_shufobj_s0,hits20_shufobj_s1,hits20_shufobj_s2
10332,near,6,8,5,0,0,0,0,0,0,0,0,0
10333,far,7,11,4,0,0,0,0,0,0,0,0,0
10334,near,9,107,37,5,3,4,5,4,4,3,4,4
10335,near,7,9,1,0,1,0,0,1,0,0,1,0
10336,near,7,9,7,0,0,0,0,0,0,0,0,0
10337,near,6,8,2,0,0,0,0,0,0,0,0,0
10338,exact,6,8,4,2,0,1,2,0,1,2,0,1
10339,exact,2,3,2,0,0,0,0,0,0,0,0,0
10340,far,3,4,5,0,0,0,0,0,0,0,0,0
10343,exact,9,87,34,0,0,2,2,1,1,1,0,2
10344,exact,8,14,6,0,0,0,0,0,0,0,0,0
10345,exact,9,30,11,1,0,0,1,1,0,0,1,0
10346,near,6,8,9,0,0,0,0,0,0,0,0,0
10347,exact,9,34,13,2,1,2,2,2,2,2,2,2
10349,exact,9,27,10,0,1,1,0,1,1,1,1,0
10350,far,6,8,2,0,0,0,0,0,0,0,0,0
10351,near,7,11,3,0,0,0,0,0,0,0,0,0
10352,exact,0,1,1,0,0,0,0,0,0,0,0,0
10354,exact,1,2,3,0,0,0,0,0,0,0,0,0
10355,near,2,3,1,0,0,0,0,0,0,0,0,0
10356,exact,9,22,6,0,0,1,0,0,0,0,0,0
10357,exact,6,7,6,0,0,0,0,0,0,0,0,0
10358,near,2,3,2,0,0,0,0,0,0,0,0,0
10359,near,1,2,4,0,0,0,0,0,0,0,0,0
10360,exact,6,7,6,0,0,0,0,0,0,0,0,0
10361,near,8,18,5,0,0,0,0,0,0,0,0,0
10362,near,8,14,7,1,0,0,1,0,0,0,0,0
10363,exact,3,4,3,0,0,0,0,0,0,0,0,0
10364,exact,5,5,1,0,0,0,0,0,0,0,0,0
10365,far,3,4,1,0,0,0,0,0,0,0,0,0
10366,near,6,8,2,0,0,0,0,0,0,0,0,0
10367,exact,1,2,3,0,0,0,0,0,0,0,0,0
10368,exact,8,18,4,0,0,0,0,0,0,0,0,0
10369,near,8,17,6,0,0,0,0,0,0,0,0,0
10370,exact,7,10,3,0,0,0,0,0,0,0,0,0
10371,far,5,5,4,0,0,0,0,0,0,0,0,0
10372,near,3,4,1,0,0,0,0,0,0,0,0,0
10373,exact,9,39,21,4,2,0,2,1,0,2,1,2
10374,exact,0,0,1,0,0,0,0,0,0,0,0,0
10376,near,7,11,4,0,0,0,0,0,0,0,0,0
10377,near,1,2,5,0,0,0,0,0,0,0,0,0
10379,exact,1,2,1,0,0,0,0,0,0,0,0,0
10380,exact,2,3,2,1,0,0,0,1,0,0,1,0
10381,exact,8,15,8,0,0,0,0,0,0,0,0,0
10382,near,3,4,1,0,0,0,0,0,0,0,0,0
10383,near,8,19,3,0,0,0,0,0,0,0,0,0
10384,exact,5,5,3,0,0,0,0,0,0,0,0,0
10385,near,3,4,3,0,0,0,0,0,0,0,0,0
10386,exact,8,20,6,0,0,0,0,0,0,0,0,0
10387,exact,2,3,2,0,0,0,0,0,0,0,0,0
10388,exact,5,6,4,0,0,0,0,0,0,0,0,0
10389,near,9,25,14,0,0,1,0,2,1,0,1,0
10391,near,5,5,1,0,0,0,0,0,0,0,0,0
10392,exact,5,5,6,0,0,0,0,0,0,0,0,0
10393,near,6,7,2,0,0,0,0,0,0,0,0,0
10394,exact,3,4,2,0,0,0,0,0,0,0,0,0
10396,near,7,9,5,0,0,0,0,0,0,0,0,0
10397,near,2,3,2,0,0,0,0,0,0,0,0,0
10398,exact,2,3,3,0,0,0,0,0,0,0,0,0
10399,near,7,9,5,0,0,0,0,0,0,0,0,0
10400,far,8,13,6,0,0,0,0,0,0,0,0,0
10401,exact,9,54,35,3,1,1,2,1,2,0,1,1
10402,near,7,11,2,0,0,0,0,0,0,0,0,0
10403,exact,5,6,2,1,1,1,1,1,1,1,1,1
10404,exact,5,5,7,0,0,2,1,0,0,0,0,0
10405,exact,8,13,6,0,0,0,0,0,0,0,0,0
10406,near,8,20,9,0,0,0,0,1,0,0,0,0
10407,exact,2,3,2,0,0,0,0,0,0,0,0,0
10408,near,1,2,4,0,0,0,0,0,0,0,0,0
10409,near,6,8,3,0,0,0,0,0,0,0,0,0
10410,exact,2,3,3,0,0,0,0,0,0,0,0,0
10411,far,2,3,1,0,0,0,0,0,0,0,0,0
10412,exact,8,13,3,0,0,0,0,0,0,0,0,0
10413,near,1,2,2,0,0,0,0,0,0,0,0,0
10416,near,2,3,1,0,0,0,0,0,0,0,0,0
10417,near,5,6,2,0,0,0,0,0,0,0,0,0
10418,near,7,11,4,0,0,0,0,0,0,0,0,0
10419,near,5,6,1,0,0,0,0,0,0,0,0,0
10420,near,3,4,1,0,0,0,0,0,0,0,0,0
10422,exact,5,5,1,0,0,0,0,0,0,0,0,0
10423,far,1,2,2,0,0,0,0,0,0,0,0,0
10424,exact,5,5,5,0,0,0,0,0,0,0,0,0
10425,exact,8,14,5,0,0,0,0,0,0,0,0,0
10426,near,2,3,2,0,0,0,0,0,0,0,0,0
10427,near,2,3,5,0,0,0,0,0,0,0,0,0
10428,near,5,5,3,0,0,0,0,0,0,0,0,0
10429,exact,8,16,2,0,0,0,0,0,0,0,0,0
10430,exact,1,2,5,0,0,0,0,0,0,0,0,0
10431,exact,6,8,3,0,0,0,0,0,0,0,0,0
10432,exact,8,16,9,1,0,0,1,0,1,1,0,0
10433,far,2,3,3,0,0,0,0,0,0,0,0,0
10434,near,2,3,3,0,0,0,0,0,0,0,0,0
10435,exact,3,4,3,0,0,0,0,0,0,0,0,0
10436,near,8,13,4,0,0,0,0,0,0,0,0,0
10437,near,2,3,1,0,0,0,0,0,0,0,0,0
10438,exact,6,8,1,0,0,0,0,0,0,0,0,0
10439,near,5,5,1,0,0,0,0,0,0,0,0,0
10440,exact,2,3,3,0,0,0,0,0,0,0,0,0
10441,near,8,15,2,0,0,0,0,0,0,0,0,0
10442,exact,3,4,1,0,0,0,0,0,0,0,0,0
10443,near,7,10,2,0,0,0,0,0,0,0,0,0
10444,exact,0,1,2,0,0,0,0,0,0,0,0,0
10445,exact,6,8,4,0,0,0,0,0,0,0,0,0
10446,exact,5,6,1,0,0,0,0,0,0,0,0,0
10447,exact,7,10,3,0,0,0,0,0,0,0,0,0
10449,near,6,7,2,0,0,0,0,0,0,0,0,0
10450,near,0,0,2,0,0,0,0,0,0,0,0,0
10452,exact,6,7,3,0,0,0,0,0,0,0,0,0
10453,near,0,1,2,0,0,0,0,0,0,0,0,0
10455,exact,8,14,9,0,0,0,0,0,0,0,0,0
10456,near,6,7,3,0,0,0,0,0,0,0,0,0
10457,near,9,90,46,5,4,8,8,8,8,8,5,4
10458,near,6,7,6,0,1,1,1,1,1,0,1,1
10459,exact,7,10,6,0,0,0,0,0,0,0,0,0
10460,near,7,10,4,0,0,0,0,0,0,0,0,0
10461,exact,9,60,43,2,1,2,2,2,1,3,2,1
10462,exact,5,6,1,0,0,0,0,0,0,0,0,0
10463,exact,0,1,1,0,0,0,0,0,0,0,0,0
10464,near,7,10,3,0,0,0,0,0,0,0,0,0
10465,far,5,5,2,1,1,1,1,1,1,1,1,1
10466,near,8,18,4,0,0,0,0,0,0,0,0,0
10467,exact,5,5,1,0,0,0,0,0,0,0,0,0
10468,exact,8,17,13,0,0,0,0,0,0,0,0,0
10469,near,6,7,2,0,0,0,0,0,0,0,0,0
10470,exact,1,2,3,0,0,0,0,1,1,0,0,0
10471,exact,6,8,4,0,0,0,0,0,0,0,0,0
10472,exact,2,3,1,0,0,0,0,0,0,0,0,0
10473,exact,6,8,1,0,0,0,0,0,0,0,0,0
10474,near,7,10,4,0,0,0,0,0,0,0,0,0
10475,exact,9,26,10,0,0,0,0,0,0,0,0,0
10477,exact,2,3,3,0,0,0,0,0,0,0,0,0
10478,far,1,2,2,0,0,0,0,0,0,0,0,0
10479,near,9,22,3,0,0,0,0,0,0,0,0,0
10482,near,0,1,4,0,0,0,0,0,0,0,0,0
10483,exact,3,4,3,0,0,0,0,0,0,0,0,0
10484,exact,5,5,1,0,0,0,0,0,0,0,0,0
10485,near,2,3,4,0,0,0,0,2,0,0,0,0
10486,near,1,2,1,0,0,0,0,0,0,0,0,0
10487,near,2,3,1,0,0,0,0,0,0,0,0,0
10488,exact,8,15,12,0,0,1,0,0,0,0,0,0
10489,exact,3,4,3,0,0,0,0,0,0,0,0,0
10490,near,7,9,2,0,0,0,0,0,0,0,0,0
10491,near,5,5,3,0,0,0,0,0,0,0,0,0
10492,near,8,13,9,2,2,2,1,1,2,2,1,1
10493,exact,7,10,4,0,0,0,0,0,0,0,0,0
10494,far,6,7,3,0,0,0,0,0,0,0,0,0
10495,near,5,5,2,0,0,0,0,0,0,0,0,0
10496,near,1,2,2,0,0,0,0,0,0,0,0,0
10497,far,5,6,3,0,0,0,0,0,0,0,0,0
10498,near,8,18,5,0,0,0,0,0,0,0,0,0
10499,exact,9,75,25,1,1,3,2,1,3,2,2,2
10500,far,3,4,3,0,0,0,0,0,0,0,0,0
10501,near,7,11,1,0,0,0,0,0,0,0,0,0
10502,exact,1,2,1,0,0,0,0,0,0,0,0,0
10503,near,1,2,2,0,0,0,0,0,0,0,0,0
10504,near,3,4,2,0,0,0,0,0,0,0,0,0
10505,near,8,16,6,0,0,0,0,0,0,0,0,0
10506,near,9,26,7,1,1,1,1,2,1,1,1,1
10507,exact,7,10,1,0,0,0,0,0,0,0,0,0
10508,near,5,5,1,0,0,0,0,0,0,0,0,0
10509,near,2,3,3,0,0,0,0,0,0,0,0,0
10510,exact,9,86,36,2,1,2,5,7,6,3,2,3
10511,exact,1,2,4,0,0,0,0,0,0,0,0,0
10512,near,9,24,10,0,0,0,0,0,0,0,0,0
10513,near,2,3,2,0,0,0,0,0,0,0,0,0
10514,near,8,15,11,0,0,0,0,0,0,0,0,0
10516,far,6,8,3,0,0,0,0,0,0,0,0,0
10517,near,1,2,2,0,0,0,0,0,0,0,0,0
10518,exact,5,6,1,0,0,0,0,0,0,0,0,0
10519,near,6,7,1,0,0,0,0,0,0,0,0,0
10521,far,5,5,5,0,0,0,0,0,0,0,0,0
10522,near,8,15,5,0,0,0,0,0,0,0,0,0
10523,exact,3,4,3,0,0,0,0,0,0,0,0,0
10524,near,3,4,1,0,0,0,0,0,0,0,0,0
10525,exact,3,4,4,0,0,0,0,0,0,0,0,0
10526,far,9,115,55,4,5,3,4,8,3,4,6,1
10527,exact,9,37,16,0,0,0,0,0,0,0,0,0
10528,near,3,4,2,0,0,0,0,0,0,0,0,0
10529,near,5,6,2,0,0,0,0,0,0,0,0,0
10530,near,2,3,1,0,0,0,0,0,0,0,0,0
10531,near,7,12,4,0,0,0,0,0,0,0,0,0
10532,exact,1,2,2,0,0,0,0,0,0,0,0,0
10534,exact,3,4,1,0,0,0,0,0,0,0,0,0
10535,exact,7,10,3,0,0,0,0,0,0,0,0,0
10536,near,3,4,2,0,0,0,0,0,0,0,0,0
10537,exact,5,6,4,0,0,0,0,0,0,0,0,0
10538,exact,5,6,1,0,0,0,0,0,0,0,0,0
10539,exact,8,20,13,0,0,0,0,0,0,0,0,0
10540,exact,5,5,4,0,0,0,0,0,0,0,0,0
10541,near,7,9,4,0,0,0,0,0,0,0,0,0
10542,exact,3,4,1,0,0,0,0,0,0,0,0,0
10543,near,8,13,3,0,0,0,0,0,0,0,0,0
10544,near,0,0,2,0,0,0,0,0,0,0,0,0
10546,exact,5,5,1,0,0,0,0,0,0,0,0,0
10547,near,2,3,2,0,0,0,0,0,0,0,0,0
10548,far,6,7,7,0,0,0,0,0,0,0,0,0
10549,near,3,4,1,0,0,0,0,0,0,0,0,0
10550,near,3,4,2,0,0,0,0,0,0,0,0,0
10551,exact,3,4,1,0,0,0,0,0,0,0,0,0
10552,exact,2,3,1,0,0,0,0,0,0,0,0,0
10553,far,5,5,1,0,0,0,0,0,0,0,0,0
10555,near,1,2,2,0,0,0,0,0,0,0,0,0
10556,exact,5,5,1,0,0,0,0,0,0,0,0,0
10557,exact,2,3,1,0,0,0,0,0,0,0,0,0
10558,far,2,3,3,0,0,0,0,0,0,0,0,0
10559,far,5,5,2,0,0,0,0,0,0,0,0,0
10560,exact,6,8,4,0,0,0,0,0,0,0,0,0
10561,exact,1,2,5,0,0,0,0,0,0,0,0,0
10562,exact,3,4,1,0,0,0,0,0,0,0,0,0
10563,exact,8,20,4,0,2,0,0,1,1,0,0,1
10564,near,7,10,5,0,0,0,0,0,0,0,0,0
10565,near,8,17,4,0,0,0,0,0,0,0,0,0
10566,near,8,16,5,0,0,0,0,0,0,0,0,0
10567,exact,2,3,6,0,0,0,0,0,0,0,0,0
10568,exact,3,4,1,0,0,0,0,0,0,0,0,0
10570,exact,2,3,9,0,1,1,1,0,1,0,0,1
10571,near,7,12,5,0,0,0,0,0,0,0,0,0
10572,exact,5,5,1,0,0,0,0,0,0,0,0,0
10573,exact,1,2,1,0,0,0,0,0,0,0,0,0
10574,far,6,8,2,0,0,0,0,0,0,0,0,0
10575,exact,9,22,17,0,0,0,0,0,0,0,0,0
10576,exact,6,8,2,0,0,0,0,0,0,0,0,0
10577,near,2,3,2,0,0,0,0,0,0,0,0,0
10578,near,9,26,11,1,1,2,1,1,2,1,1,2
10579,near,8,13,11,0,0,0,0,0,0,0,0,0
10580,near,7,10,1,0,0,0,0,0,0,0,0,0
10581,exact,6,7,1,0,0,0,0,0,0,0,0,0
10582,near,3,4,1,0,0,0,0,0,0,0,0,0
10583,exact,5,6,1,0,0,0,0,0,0,0,0,0
10584,near,3,4,4,0,0,0,0,0,0,0,0,0
10585,near,0,1,3,0,0,0,0,0,0,0,0,0
10586,near,2,3,2,0,0,0,0,0,0,0,0,0
10587,near,3,4,3,0,0,0,0,0,0,0,0,0
10588,exact,8,18,3,0,0,0,0,0,0,0,0,0
10589,near,1,2,2,0,0,0,0,0,0,0,0,0
10590,near,7,11,6,1,1,1,1,1,1,1,1,1
10593,exact,8,18,9,0,0,0,0,0,0,0,0,0
10594,near,7,10,1,0,0,0,0,0,0,0,0,0
10595,near,3,4,1,0,0,0,0,0,0,0,0,0
10596,exact,1,2,2,0,0,0,0,0,0,0,0,0
10597,exact,7,10,2,0,0,0,0,0,0,0,0,0
10598,exact,9,26,13,0,0,0,0,1,0,0,0,0
10599,exact,6,7,3,0,0,0,0,0,0,0,0,0
10600,exact,7,10,2,0,0,0,0,0,0,0,0,0
10602,exact,5,6,2,0,0,0,0,0,0,0,0,0
10603,exact,7,11,4,0,0,0,0,0,0,0,0,0
10604,exact,9,49,12,11,11,11,12,11,11,11,11,11
10605,near,0,1,2,0,0,0,0,0,0,0,0,0
10606,exact,9,22,5,0,0,0,0,0,0,0,0,0
10607,far,3,4,1,0,0,0,0,0,0,0,0,0
10608,near,2,3,3,0,0,0,0,0,0,0,0,0
10609,exact,1,2,3,0,0,0,0,0,0,0,0,0
10610,far,3,4,1,0,0,0,0,0,0,0,0,0
10611,near,5,6,1,0,0,0,0,0,0,0,0,0
10612,exact,9,43,20,0,0,0,0,1,0,0,0,1
10613,exact,7,12,5,0,0,0,0,0,0,0,0,0
10614,near,6,7,3,0,0,0,0,0,0,0,0,0
10617,far,6,7,6,0,0,0,0,0,0,0,0,0
10618,exact,9,27,3,0,0,0,0,0,0,0,0,0
10619,near,7,10,1,0,0,0,0,0,0,0,0,0
10620,near,3,4,2,0,0,0,0,0,0,0,0,0
10621,near,5,6,1,0,0,0,0,0,0,0,0,0
10623,near,3,4,4,0,0,0,0,0,0,0,0,0
10624,exact,6,8,6,1,0,0,0,0,0,0,0,0
10625,exact,7,11,3,0,0,0,0,0,0,0,0,0
10626,far,3,4,4,0,0,0,0,0,0,0,0,0
10627,near,5,5,1,0,0,0,0,0,0,0,0,0
10628,exact,8,13,4,0,0,0,0,0,0,0,0,0
10629,near,0,1,1,0,0,0,0,0,0,0,0,0
10630,exact,9,43,10,0,0,0,0,0,0,0,0,0
10631,exact,2,3,1,0,0,0,0,0,0,0,0,0
10632,exact,3,4,2,0,0,0,0,0,0,0,0,0
10633,near,2,3,2,0,0,0,0,0,0,0,0,0
10634,exact,7,10,6,2,2,2,2,2,2,2,2,2
10635,exact,7,11,3,0,0,1,0,0,0,1,1,1
10636,near,5,5,2,1,1,1,1,1,1,1,1,1
10637,near,8,21,6,0,0,0,0,0,0,0,0,0
10638,exact,9,35,11,0,0,0,1,0,0,0,0,0
10639,exact,2,3,4,0,0,0,0,0,0,0,0,0
10640,exact,7,11,5,0,0,0,0,0,0,0,0,0
10641,near,3,4,2,1,1,1,1,0,1,0,1,1
10642,exact,2,3,1,0,0,0,0,0,0,0,0,0
10643,far,3,4,1,0,0,0,0,0,0,0,0,0
10644,near,5,6,3,0,0,0,0,0,0,0,0,0
10645,exact,7,12,3,0,0,0,0,0,0,0,0,0
10646,exact,6,8,2,0,0,0,0,0,0,0,0,0
10647,exact,1,2,1,0,0,0,0,0,0,0,0,0
10648,near,9,46,18,1,1,1,2,1,2,1,0,0
10651,near,9,37,14,0,0,0,1,0,0,1,1,0
10652,exact,3,4,1,0,0,0,0,0,0,0,0,0
10653,near,0,1,2,0,0,0,0,0,0,0,0,0
10654,exact,2,3,3,0,0,0,1,1,0,0,0,0
10655,exact,6,7,6,0,1,0,0,1,0,0,0,0
10656,exact,2,3,2,0,0,0,0,0,0,0,0,0
10657,exact,1,2,2,0,0,0,0,0,0,0,0,0
10658,exact,6,7,4,0,0,0,0,0,0,0,0,0
10659,near,7,12,11,0,0,0,0,0,0,0,0,0
10660,exact,6,7,3,1,0,0,1,0,0,0,0,0
10661,far,3,4,1,0,0,0,0,0,0,0,0,0
10662,exact,8,13,6,0,0,0,0,0,0,0,0,0
10663,near,2,3,2,0,0,0,0,0,0,0,0,0
10664,near,6,8,4,0,0,0,0,0,0,0,0,0
10666,far,0,1,2,0,0,0,0,0,0,0,0,0
10667,near,2,3,1,0,0,0,0,0,0,0,0,0
10668,near,8,16,5,0,0,0,0,0,0,0,0,0
10670,near,8,17,7,0,0,0,0,0,0,0,0,0
10671,near,2,3,4,0,0,0,0,0,0,0,0,0
10672,far,2,3,3,0,0,0,0,0,0,0,0,0
10673,near,9,25,16,0,0,0,0,0,0,0,0,0
10674,near,1,2,1,0,0,0,0,0,0,0,0,0
10676,far,3,4,3,0,0,0,0,0,0,0,0,0
10677,exact,6,7,1,0,0,0,0,0,0,0,0,0
10679,exact,1,2,2,0,0,0,0,0,0,0,0,0
10680,near,8,15,5,0,1,1,0,1,1,0,1,1
10681,exact,3,4,2,0,0,0,0,0,0,0,0,0
10682,far,8,14,1,0,0,0,0,0,0,0,0,0
10683,exact,3,4,1,0,0,0,0,0,0,0,0,0
10684,exact,3,4,5,0,0,0,0,0,0,0,0,0
10685,exact,8,15,6,1,0,0,1,0,1,1,0,1
10686,far,6,7,2,0,0,0,0,0,0,0,0,0
10687,exact,5,5,2,0,0,0,0,0,0,0,0,0
10689,exact,2,3,3,0,0,0,0,0,0,0,0,0
10690,far,5,6,1,0,0,0,0,0,0,0,0,0
10691,near,6,7,3,0,0,0,0,0,0,0,0,0
10692,far,1,2,2,0,0,0,0,0,0,0,0,0
10693,near,5,6,1,0,0,0,0,0,0,0,0,0
10694,near,0,1,2,0,0,0,0,0,0,0,0,0
10696,far,3,4,3,0,0,0,0,0,0,0,0,0
10697,near,3,4,1,0,0,0,0,0,0,0,0,0
10698,far,7,12,2,0,0,0,0,0,0,0,0,0
10699,near,3,4,2,0,0,0,0,0,0,0,0,0
10700,exact,9,78,38,1,1,1,1,3,2,0,1,0
10701,exact,5,5,5,0,0,0,0,0,0,0,0,0
10702,far,1,2,1,0,0,0,0,0,0,0,0,0
10704,exact,7,9,3,0,0,0,0,0,0,0,0,0
10705,exact,7,10,3,0,0,0,0,0,0,0,0,0
10706,near,5,5,3,0,0,0,0,0,0,0,0,0
10707,exact,2,3,1,0,0,0,0,0,0,0,0,0
10708,near,9,59,21,0,2,1,0,2,3,0,1,1
10709,near,5,6,3,0,0,0,0,0,0,0,0,0
10710,near,8,16,7,0,0,0,0,0,0,0,0,0
10711,exact,2,3,4,0,0,0,0,0,0,0,0,0
10713,near,5,5,1,0,0,0,0,0,0,0,0,0
10714,exact,5,6,1,0,0,0,0,0,0,0,0,0
10715,exact,6,8,4,0,0,0,0,0,0,0,0,0
10716,exact,2,3,2,0,0,0,0,0,0,0,0,0
10717,exact,6,8,10,0,0,0,0,0,0,0,0,0
10718,exact,3,4,3,0,0,0,0,0,0,0,0,0
10719,exact,1,2,1,0,0,0,0,0,0,0,0,0
10720,near,2,3,2,0,0,0,0,0,0,0,0,0
10722,near,6,7,2,0,0,0,0,0,0,0,0,0
10723,exact,5,5,2,0,0,0,0,0,0,0,0,0
10724,exact,1,2,2,0,0,0,0,0,0,0,0,0
10725,near,3,4,2,0,0,0,0,0,0,0,0,0
10728,exact,9,36,12,0,0,0,0,0,0,0,0,0
10729,exact,3,4,1,0,0,0,0,0,0,0,0,0
10730,exact,2,3,2,0,0,0,0,0,0,0,0,0
10731,exact,6,7,1,0,0,0,0,0,0,0,0,0
10732,far,7,9,2,0,0,0,0,0,0,0,0,0
10733,near,9,33,13,0,0,2,1,1,1,0,0,0
10734,near,2,3,1,0,0,0,0,0,0,0,0,0
10736,exact,5,6,2,0,0,0,0,0,0,0,0,0
10737,exact,5,6,4,0,0,0,0,0,0,0,0,0
10738,exact,8,19,12,0,0,0,0,0,0,0,0,0
10739,exact,8,13,5,0,0,0,0,0,0,0,0,0
10740,far,7,9,3,0,0,0,0,0,0,0,0,0
10741,far,9,52,12,0,1,0,0,0,0,0,0,1
10742,near,2,3,2,0,0,0,0,0,0,0,0,0
10743,exact,2,3,1,0,0,0,0,0,0,0,0,0
10744,near,0,0,4,0,0,0,0,0,0,0,0,0
10745,near,8,13,5,0,0,0,0,0,0,0,0,0
10746,exact,9,40,15,1,2,1,1,2,1,1,1,2
10747,far,2,3,3,0,0,0,0,0,0,0,0,0
10748,near,2,3,2,0,0,0,0,0,0,0,0,0
10749,near,1,2,3,0,0,0,0,0,0,0,0,0
10750,near,0,1,1,0,0,0,0,0,0,0,0,0
10751,near,5,6,1,0,0,0,0,0,0,0,0,0
10752,exact,5,6,2,0,0,0,0,0,0,0,0,0
10753,exact,7,11,4,0,0,0,0,0,0,0,0,0
10754,exact,7,9,1,0,0,0,0,0,0,0,0,0
10755,exact,9,44,19,0,0,0,0,0,0,1,0,0
10757,exact,5,5,3,0,0,0,0,0,0,0,0,0
10759,exact,2,3,2,0,0,0,0,0,0,0,0,0
10760,far,2,3,1,0,0,0,0,0,0,0,0,0
10761,far,8,13,2,0,0,0,0,0,0,0,0,0
10762,exact,9,38,17,1,2,1,1,2,2,1,0,1
10764,near,6,8,1,0,0,0,0,0,0,0,0,0
10765,far,6,8,6,0,0,0,0,0,0,0,0,0
10766,exact,9,31,6,0,0,0,0,0,0,0,0,0
10768,exact,3,4,2,0,0,0,0,0,0,0,0,0
10769,near,5,6,2,0,0,0,0,0,0,0,0,0
10770,near,9,29,5,0,0,0,0,0,0,0,0,0
10772,exact,6,7,1,0,0,0,0,0,0,0,0,0
10773,exact,6,8,8,0,0,0,0,0,0,0,0,0
10775,exact,3,4,2,0,0,0,0,0,0,0,0,0
10776,exact,5,6,2,0,0,0,0,0,0,0,0,0
10777,far,3,4,1,0,0,0,0,0,0,0,0,0
10778,near,5,5,3,0,0,0,0,0,0,0,0,0
10780,far,8,16,1,1,0,1,0,0,1,0,1,1
10781,far,5,5,1,0,0,0,0,0,0,0,0,0
10782,exact,2,3,3,0,0,0,0,0,0,0,0,0
10783,near,2,3,1,0,0,0,0,0,0,0,0,0
10784,exact,2,3,2,0,0,0,0,0,0,0,0,0
10785,far,8,13,5,0,0,0,0,0,0,0,0,0
10786,exact,3,4,4,0,0,0,0,0,0,0,0,0
10787,exact,5,6,3,0,0,0,0,0,0,0,0,0
10788,near,8,21,13,0,0,0,0,0,0,0,0,0
10789,exact,5,6,1,0,0,0,0,0,0,0,0,0
10790,near,2,3,1,0,0,0,0,0,0,0,0,0
10791,near,7,10,4,0,0,0,0,0,0,0,0,0
10792,near,2,3,2,0,0,0,0,0,0,0,0,0
10793,exact,5,6,8,0,0,0,0,0,0,0,0,0
10794,exact,5,5,3,0,0,0,0,0,0,0,0,0
10795,exact,1,2,3,0,0,0,0,0,0,0,0,0
10796,near,5,6,2,0,0,0,0,0,0,0,0,0
10797,near,7,11,7,0,0,0,0,0,0,0,0,0
10798,exact,8,14,2,0,0,0,0,0,0,0,0,0
10800,near,3,4,2,0,0,0,0,0,0,0,0,0
10801,far,5,6,3,0,0,0,0,0,0,0,0,0
10802,near,1,2,1,0,0,0,0,0,0,0,0,0
10803,exact,7,10,1,0,0,0,0,0,0,0,0,0
10804,exact,3,4,1,0,0,0,0,0,0,0,0,0
10805,near,7,9,7,0,0,0,0,0,0,0,0,0
10806,far,3,4,2,0,0,0,0,0,0,0,0,0
10807,exact,5,6,2,0,0,0,0,0,0,0,0,0
10808,exact,7,10,7,0,0,0,0,0,0,0,0,0
10809,near,3,4,2,0,0,0,0,0,0,0,0,0
10810,far,0,1,2,0,0,0,0,0,0,0,0,0
10812,far,2,3,3,0,0,0,0,0,0,0,0,0
10813,near,9,49,15,0,0,0,0,0,0,1,0,0
10814,exact,5,5,1,0,0,0,0,0,0,0,0,0
10816,near,5,5,4,0,0,0,0,0,0,0,0,0
10817,exact,0,1,2,0,0,0,0,0,0,0,0,0
10819,exact,2,3,2,0,0,0,0,0,0,0,0,0
10820,near,6,7,5,0,0,0,0,0,0,0,0,0
10821,exact,5,5,1,0,0,0,0,0,0,0,0,0
10823,far,9,30,12,0,0,0,1,0,0,0,0,0
10824,near,8,18,5,0,0,0,0,0,0,0,0,0
10825,exact,7,11,3,0,0,0,0,0,0,0,0,0
10826,near,3,4,3,0,0,0,0,0,0,0,0,0
10827,exact,7,9,1,0,0,0,0,0,0,0,0,0
10828,far,3,4,3,0,0,0,0,0,0,0,0,0
10829,exact,8,15,10,0,0,0,0,0,0,0,0,0
10830,exact,3,4,4,0,0,0,0,0,0,0,0,0
10831,far,2,3,2,0,0,0,0,0,0,0,0,0
10832,exact,9,46,14,0,0,2,0,0,0,0,0,1
10833,near,9,22,6,0,0,0,0,0,0,0,0,0
10835,exact,9,26,3,0,0,0,0,0,0,0,0,0
10836,near,5,5,2,0,0,0,0,0,0,0,0,0
10837,exact,7,12,2,0,0,0,0,0,0,0,0,0
10838,far,1,2,2,0,0,0,0,0,0,0,0,0
10839,near,5,5,1,0,0,0,0,0,0,0,0,0
10841,far,9,45,13,0,0,0,0,0,0,0,0,0
10842,exact,9,44,10,1,1,2,1,1,0,1,0,1
10843,exact,8,14,13,0,0,0,0,0,0,0,0,0
10844,exact,8,13,2,0,0,0,0,0,0,0,0,0
10845,near,3,4,2,0,0,0,0,0,0,0,0,0
10846,exact,5,6,1,0,0,0,0,0,0,0,0,0
10847,near,3,4,1,0,0,0,0,0,0,0,0,0
10849,near,2,3,2,0,0,0,0,0,0,0,0,0
10850,exact,3,4,1,0,0,0,0,0,0,0,0,0
10851,far,9,30,5,0,0,0,0,0,0,0,0,0
10852,exact,9,29,10,0,0,0,0,0,0,0,0,0
10854,near,9,54,10,7,7,7,7,7,7,7,7,7
10855,near,6,7,4,0,0,0,0,0,0,0,0,0
10856,exact,2,3,1,0,0,0,0,0,0,0,0,0
10857,exact,6,8,3,0,0,0,0,0,0,0,0,0
10858,near,1,2,2,0,0,0,0,0,0,0,0,0
10859,near,2,3,1,0,0,0,0,0,0,0,0,0
10860,exact,6,8,6,0,0,0,0,0,0,0,0,0
10861,near,9,40,14,1,1,2,1,1,1,1,2,1
