item,tier,pop_decile,train_pop,exposures,hits20_noobj_s0,hits20_noobj_s1,hits20_noobj_s2,hits20_control_s0,hits20_control_s1,hits20_control_s2,hits20_shufobj_s0,hits20_shufobj_s1,hits20_shufobj_s2
2499,exact,9,41,11,3,2,3,2,3,3,2,3,3
2500,near,9,23,7,0,0,0,0,0,0,0,0,0
2501,near,8,14,11,0,0,0,0,0,0,0,0,0
2502,exact,1,2,3,0,0,0,0,0,0,0,0,0
2503,exact,2,3,1,0,0,0,0,0,0,0,0,0
2504,far,0,1,5,0,0,0,0,0,0,0,0,0
2505,exact,1,2,4,0,0,0,0,0,0,0,0,0
2506,exact,6,7,3,0,0,0,0,0,0,0,0,0
2507,exact,3,4,1,0,0,0,0,0,0,0,0,0
2508,far,1,2,3,0,0,0,0,0,0,0,0,0
2509,near,2,3,1,0,0,0,0,0,0,0,0,0
2510,far,8,13,9,0,0,0,0,0,0,0,0,0
2511,near,5,5,1,0,0,0,0,0,0,0,0,0
2512,exact,3,4,1,0,0,0,0,0,0,0,0,0
2513,exact,6,7,2,0,0,0,0,0,0,0,0,0
2514,exact,2,3,2,0,0,0,0,0,0,0,0,0
2515,exact,8,15,6,0,0,0,0,0,0,0,0,0
2516,exact,2,3,4,0,0,0,0,0,0,0,0,0
2517,near,6,8,1,0,0,0,0,0,0,0,0,0
2518,near,8,13,6,0,0,0,0,0,0,0,0,0
2519,near,5,6,3,0,0,0,0,0,0,0,0,0
2520,near,3,4,1,0,0,0,0,0,0,0,0,0
2521,exact,8,15,4,0,0,0,0,0,0,0,0,0
2522,near,7,9,4,0,0,0,0,0,0,0,0,0
2523,exact,7,10,2,0,0,0,0,0,0,0,0,0
2525,exact,6,7,4,0,0,0,0,0,0,0,0,0
2526,exact,9,23,8,0,0,0,0,0,0,0,0,0
2527,far,7,12,5,0,0,0,0,0,0,0,0,0
2528,near,8,15,9,0,0,0,0,0,0,0,0,0
2529,near,5,5,1,0,0,0,0,0,0,0,0,0
2530,near,1,2,1,0,0,0,0,0,0,0,0,0
2531,near,6,8,6,2,2,2,2,2,2,2,2,2
2532,near,2,3,1,0,0,0,0,0,0,0,0,0
2533,far,8,21,9,0,0,0,0,0,0,0,0,0
2534,exact,3,4,2,0,0,0,0,0,0,0,0,0
2535,near,5,5,2,0,0,0,0,0,0,0,0,0
2536,exact,6,8,9,0,0,0,0,0,0,0,0,0
2537,far,2,3,1,0,0,0,0,0,0,0,0,0
2538,exact,2,3,2,0,0,0,0,0,0,0,0,0
2539,near,5,5,1,0,0,0,0,0,0,0,0,0
2541,near,8,16,7,0,0,0,0,0,0,0,0,0
2542,exact,7,11,4,0,0,0,0,0,0,0,0,0
2543,exact,5,5,2,0,0,0,0,0,0,0,0,0
2544,near,2,3,3,0,0,0,0,0,0,0,0,0
2545,near,8,14,8,0,0,0,0,0,0,0,0,0
2546,near,1,2,2,0,1,0,0,0,0,0,0,0
2547,exact,2,3,4,0,0,0,0,0,0,0,0,0
2548,near,2,3,1,0,0,0,0,0,0,0,0,0
2549,near,2,3,4,0,0,0,0,0,0,0,0,0
2551,exact,1,2,1,0,0,0,0,0,0,0,0,0
2552,far,5,6,1,0,0,0,0,0,0,0,0,0
2553,far,5,6,2,0,0,0,0,0,0,0,0,0
2554,near,2,3,2,0,0,0,0,0,0,0,0,0
2555,exact,2,3,3,0,0,0,0,0,0,0,0,0
2556,near,8,13,3,0,0,0,0,0,0,0,0,0
2557,near,2,3,2,0,0,0,0,0,0,0,0,0
2558,exact,1,2,3,0,0,0,0,0,0,0,0,0
2559,exact,1,2,3,0,0,0,0,0,0,0,0,0
2561,near,6,7,5,0,0,0,0,0,0,0,0,0
2563,exact,1,2,3,0,0,0,0,0,0,0,0,0
2564,exact,7,12,6,0,0,0,0,0,0,0,0,0
2565,exact,5,6,2,0,0,0,0,0,0,0,0,0
2567,near,3,4,2,0,0,0,0,0,0,0,0,0
2568,near,3,4,1,0,0,0,0,0,0,0,0,0
2569,near,1,2,3,0,0,0,0,0,0,0,0,0
2570,exact,8,13,4,0,0,0,0,0,0,0,0,0
2571,near,7,9,1,0,0,0,0,0,0,0,0,0
2572,exact,5,5,1,0,0,0,0,0,0,0,0,0
2573,exact,5,6,4,0,0,0,0,0,0,0,0,0
2576,exact,9,48,24,3,3,3,3,2,2,3,1,3
2577,near,9,136,60,9,8,5,9,11,5,12,6,2
2578,exact,6,7,2,0,0,0,0,0,0,0,0,0
2579,far,9,24,11,0,0,1,0,0,0,0,0,1
2580,far,2,3,2,0,0,0,0,0,0,0,0,0
2581,exact,9,79,19,1,3,5,1,4,5,1,3,3
2582,exact,0,1,3,0,0,0,0,0,0,0,0,0
2583,exact,1,2,2,0,0,0,0,0,0,0,0,0
2584,near,8,19,4,0,0,0,0,0,0,0,0,0
2585,exact,7,10,7,0,0,0,0,0,0,0,0,0
2586,exact,5,5,2,0,0,0,0,0,0,0,0,0
2588,exact,9,26,9,0,0,0,0,0,0,0,0,0
2589,exact,8,13,3,0,0,0,0,0,0,0,0,0
2590,exact,3,4,1,0,0,0,0,0,0,0,0,0
2591,exact,2,3,2,0,0,0,0,0,0,0,0,0
2592,exact,3,4,2,0,0,0,0,0,0,0,0,0
2593,near,6,7,1,0,0,0,0,0,0,0,0,0
2594,near,7,11,2,0,0,0,0,0,0,0,0,0
2596,exact,7,9,10,0,0,0,0,0,0,0,0,0
2597,exact,5,5,2,0,0,0,1,0,0,0,0,0
2598,near,2,3,1,0,0,0,0,0,0,0,0,0
2599,near,0,1,3,0,0,0,0,0,0,0,0,0
2601,exact,8,21,8,0,0,0,0,0,0,0,0,0
2602,far,3,4,3,0,0,0,0,0,0,0,0,0
2603,exact,3,4,1,0,0,0,0,0,0,0,0,0
2604,exact,2,3,1,0,0,0,0,0,0,0,0,0
2605,near,2,3,1,0,0,0,0,0,0,0,0,0
2606,exact,2,3,1,0,0,0,0,0,0,0,0,0
2607,exact,5,6,1,0,0,0,0,0,0,0,0,0
2608,exact,1,2,5,0,0,0,0,0,0,0,0,0
2610,exact,9,27,6,0,0,0,0,0,1,0,0,0
2611,exact,0,1,1,0,0,0,0,0,0,0,0,0
2612,far,0,1,2,0,0,0,0,0,0,0,0,0
2613,near,3,4,3,0,0,0,0,0,0,0,0,0
2616,exact,8,13,4,0,0,0,0,0,0,0,0,0
2617,exact,6,7,4,1,0,0,1,0,0,1,0,0
2618,exact,8,14,5,0,0,0,0,0,0,0,0,0
2620,near,9,34,7,0,1,0,0,0,0,0,0,0
2621,exact,9,64,28,1,0,0,2,0,0,1,0,1
2622,exact,3,4,3,0,0,0,0,0,0,0,0,0
2624,exact,3,4,1,0,0,0,0,0,0,0,0,0
2625,near,7,11,8,0,0,0,0,0,0,0,0,0
2626,near,8,17,9,0,0,0,0,0,0,0,0,0
2627,exact,9,23,16,0,0,0,0,0,0,0,0,0
2629,exact,0,1,4,0,0,0,0,0,0,0,0,0
2630,exact,5,6,1,0,0,0,0,0,0,0,0,0
2631,exact,5,5,2,0,0,0,0,0,0,0,0,0
2632,exact,7,11,4,0,0,0,0,0,0,0,0,0
2633,far,2,3,2,0,0,0,0,0,0,0,0,0
2634,exact,3,4,1,0,0,0,0,0,0,0,0,0
2636,near,1,2,2,0,0,0,0,0,0,0,0,0
2637,exact,7,10,4,1,0,0,0,1,0,1,0,0
2638,exact,9,22,10,0,0,0,0,0,0,0,0,0
2639,near,0,1,3,0,0,0,0,0,0,0,0,0
2640,near,1,2,2,0,0,0,0,0,0,0,0,0
2641,exact,5,5,6,0,0,0,0,0,0,0,0,0
2642,near,8,19,6,0,0,0,0,0,0,0,0,0
2644,far,9,117,48,4,2,3,1,2,3,4,2,3
2645,exact,1,2,2,0,0,0,0,0,0,0,0,0
2646,near,5,6,1,0,0,0,0,0,0,0,0,0
2647,near,3,4,1,0,0,0,0,0,0,0,0,0
2648,near,9,91,43,2,3,3,5,4,2,2,3,1
2649,near,5,6,2,0,0,0,0,0,0,0,0,0
2650,near,3,4,4,0,0,0,0,0,0,0,0,0
2651,near,9,48,19,2,2,2,1,1,1,1,2,2
2652,exact,6,7,2,0,0,0,0,0,0,0,0,0
2653,near,5,5,5,0,0,0,0,0,1,0,1,0
2654,exact,3,4,4,0,0,0,0,0,0,0,0,0
2656,exact,1,2,3,0,0,0,0,0,0,0,0,0
2657,exact,2,3,3,0,0,0,0,0,0,0,0,0
2658,near,9,24,16,0,0,0,0,0,0,0,0,0
2659,near,6,7,7,1,1,0,1,1,0,1,0,0
2660,near,7,9,2,0,0,0,0,0,0,0,0,0
2661,exact,3,4,2,1,1,0,1,0,0,1,1,0
2662,exact,1,2,1,0,0,0,0,0,0,0,0,0
2663,exact,2,3,1,0,0,0,0,0,0,0,0,0
2664,exact,5,5,1,0,0,0,0,0,0,0,0,0
2665,near,6,7,1,0,0,0,0,0,0,0,0,0
2666,exact,5,5,1,0,0,0,0,0,0,0,0,0
2667,far,5,5,1,0,0,0,0,0,0,0,0,0
2668,exact,9,25,5,0,0,0,0,0,0,0,0,0
2669,near,5,5,3,0,0,0,0,0,0,0,0,0
2670,exact,2,3,1,0,0,0,0,0,0,0,0,0
2671,near,7,12,6,0,0,0,0,0,0,0,0,0
2672,exact,8,20,2,0,0,0,0,0,0,0,0,0
2673,exact,5,5,2,0,0,0,0,0,0,0,0,0
2674,exact,6,7,4,0,0,0,0,0,0,0,0,0
2675,near,6,7,11,0,0,0,0,0,0,0,0,0
2676,exact,3,4,2,0,0,0,0,0,0,0,0,0
2677,near,3,4,2,0,0,0,0,0,0,0,0,0
2678,exact,2,3,1,0,0,0,0,0,0,0,0,0
2679,exact,6,8,2,0,0,0,0,0,0,0,0,0
2680,near,5,6,2,0,0,0,0,0,0,0,0,0
2681,exact,8,13,4,0,0,0,0,0,0,0,0,0
2682,near,5,5,7,0,0,0,0,0,0,0,0,0
2683,near,1,2,2,0,0,0,0,0,0,0,0,0
2685,exact,1,2,3,0,0,0,0,0,0,0,0,0
2686,exact,0,0,4,0,0,0,0,0,0,0,0,0
2688,near,9,49,39,4,2,2,3,4,3,4,2,1
2689,exact,2,3,1,0,0,0,0,0,0,0,0,0
2690,exact,9,26,6,0,0,0,0,0,0,0,0,0
2691,exact,9,32,13,0,0,0,0,0,0,0,0,0
2692,near,0,1,4,0,0,0,0,0,0,0,0,0
2693,near,0,0,3,0,0,0,0,0,0,0,0,0
2694,near,5,6,1,0,0,0,0,0,0,0,0,0
2695,exact,6,8,3,0,0,0,0,0,0,0,0,0
2697,exact,2,3,2,0,0,0,0,0,0,0,0,0
2698,exact,8,15,5,0,0,0,0,0,0,0,0,0
2699,near,6,7,4,0,0,0,0,0,0,0,0,0
2700,exact,2,3,2,0,0,0,0,0,0,0,0,0
2701,near,7,9,2,0,0,0,0,0,0,0,0,0
2702,near,8,21,11,0,0,0,0,0,0,0,0,0
2703,near,9,24,9,0,0,0,1,0,0,0,0,0
2704,far,2,3,3,0,0,0,0,0,0,0,0,0
2705,exact,2,3,3,0,0,0,0,0,0,0,0,0
2706,exact,8,17,4,0,1,1,0,0,1,0,1,0
2707,exact,3,4,4,1,1,0,1,1,0,0,0,0
2708,exact,5,6,1,0,0,0,0,0,0,0,0,0
2709,near,5,5,1,0,0,0,0,0,0,0,0,0
2710,exact,9,57,27,0,1,0,0,0,0,0,0,0
2711,exact,8,14,6,0,0,0,0,0,0,0,0,0
2712,near,8,13,8,0,0,0,0,0,0,0,0,0
2713,exact,5,5,3,0,0,0,0,0,0,0,0,0
2715,exact,3,4,3,0,0,0,0,0,0,0,0,0
2716,near,6,7,2,0,0,0,0,0,0,0,0,0
2717,near,2,3,1,0,0,0,0,0,0,0,0,0
2718,near,3,4,2,0,0,0,0,0,0,0,0,0
2719,far,7,10,2,0,2,2,0,1,2,0,2,2
2720,near,7,11,7,0,0,0,0,0,0,0,0,0
2721,exact,5,5,2,0,0,0,0,0,0,0,0,0
2722,far,9,33,13,0,0,0,0,0,0,0,0,0
2724,exact,5,5,3,0,0,0,0,0,0,0,0,0
2725,near,3,4,1,0,0,0,0,0,0,0,0,0
2726,exact,6,8,1,0,0,0,0,0,0,0,0,0
2728,near,5,5,3,0,0,0,0,0,0,0,0,0
2729,exact,8,14,7,0,0,0,0,0,0,0,0,0
2730,near,3,4,1,0,0,0,0,0,0,0,0,0
2731,exact,5,5,2,0,0,1,0,1,1,0,0,1
2732,near,1,2,2,0,0,0,0,0,0,0,0,0
2733,near,1,2,2,0,0,0,0,0,0,0,0,0
2734,exact,8,17,9,0,0,0,0,0,0,0,0,0
2735,near,6,8,3,0,0,0,0,0,0,0,0,0
2736,exact,5,5,1,0,0,0,0,0,0,0,0,0
2738,near,7,10,3,0,0,1,0,0,1,0,0,0
2740,near,3,4,1,0,0,0,0,0,0,0,0,0
2741,near,7,9,3,0,0,0,0,0,0,0,0,0
2742,exact,5,6,2,0,0,0,0,0,0,0,0,0
2744,far,5,6,2,0,0,0,0,0,0,0,0,0
2745,exact,5,5,2,0,0,0,0,0,0,0,0,0
2746,exact,9,29,8,3,3,3,3,3,3,2,3,3
2747,near,5,6,4,0,0,0,0,0,0,0,0,0
2749,near,9,43,18,0,0,1,0,1,0,0,0,0
2750,exact,7,11,7,0,0,0,0,0,0,0,0,0
2751,far,3,4,3,0,1,0,1,1,0,0,1,0
2752,far,8,14,8,0,0,0,0,0,0,0,0,0
2753,exact,7,9,11,0,0,0,0,0,0,0,0,0
2754,exact,3,4,1,0,0,0,0,0,0,0,0,0
2755,exact,7,10,4,0,0,0,0,0,0,0,0,0
2756,exact,7,9,8,0,0,0,0,0,0,0,0,0
2757,near,3,4,3,0,0,0,0,0,0,0,0,0
2758,near,9,50,17,4,4,4,4,4,4,4,4,3
2759,exact,5,6,1,0,0,0,0,0,0,0,0,0
2760,near,1,2,2,0,0,0,0,0,0,0,0,0
2761,exact,2,3,1,0,0,0,0,0,0,0,0,0
2762,exact,7,10,1,0,0,0,0,0,0,0,0,0
2763,near,9,41,22,0,0,0,1,1,1,0,0,0
2764,near,3,4,2,0,0,0,0,0,0,0,0,0
2765,exact,6,7,1,0,0,0,0,0,0,0,0,0
2766,exact,5,5,2,0,0,0,0,0,0,0,0,0
2767,exact,8,16,8,0,0,0,0,0,0,0,0,0
2768,near,0,1,2,0,0,0,0,0,0,0,0,0
2769,near,5,6,2,0,1,0,1,1,0,0,1,0
2770,near,3,4,1,0,0,0,0,0,0,0,0,0
2771,exact,3,4,1,0,0,0,0,0,0,0,0,0
2772,exact,3,4,1,0,0,0,0,0,0,0,0,0
2773,exact,6,7,3,0,0,0,0,0,0,0,0,0
2774,exact,7,11,5,0,0,0,0,0,0,0,0,0
2775,exact,5,6,1,0,0,0,1,0,0,0,0,0
2776,exact,0,0,3,0,0,0,0,0,0,0,0,0
2777,far,8,14,3,0,0,0,0,0,0,0,0,0
2778,near,5,6,2,0,0,0,0,0,0,0,0,0
2779,exact,5,5,1,0,0,0,0,0,0,0,0,0
2780,exact,9,58,31,2,1,0,2,1,0,1,1,1
2781,exact,6,7,1,0,0,0,0,0,0,0,0,0
2782,near,2,3,2,0,0,0,0,0,0,0,0,0
2783,exact,7,11,2,0,0,0,0,0,0,0,0,0
2784,near,6,7,2,0,0,0,0,0,0,0,0,0
2785,near,7,12,2,0,0,0,0,0,0,0,0,0
2786,far,9,58,26,1,0,0,1,0,0,0,0,1
2787,exact,1,2,3,0,0,0,0,0,0,0,0,0
2788,far,1,2,1,0,0,0,0,0,0,0,0,0
2790,near,5,5,1,0,0,0,0,0,0,0,0,0
2791,exact,0,1,4,0,0,0,0,0,0,0,0,0
2793,near,7,10,4,0,0,0,0,0,0,0,0,0
2794,exact,8,16,4,0,0,0,0,0,0,0,0,0
2795,near,3,4,1,0,0,0,0,0,0,0,0,0
2796,exact,8,13,4,0,0,0,0,0,0,0,0,1
2797,exact,7,9,2,0,0,0,0,0,0,0,0,0
2798,far,0,0,4,0,0,0,0,0,0,0,0,0
2799,far,9,33,6,0,0,0,0,0,0,0,0,0
2800,near,5,6,1,0,0,0,0,0,0,0,0,0
2801,exact,9,25,15,0,0,0,0,0,0,0,0,0
2803,exact,6,8,1,0,0,0,0,0,0,0,0,0
2804,far,5,5,3,0,0,0,0,0,0,0,0,0
2805,near,9,49,14,4,3,4,2,4,4,2,2,3
2806,exact,8,13,6,0,0,0,0,0,0,0,0,0
2808,exact,6,7,5,2,1,2,2,1,2,2,0,2
2809,near,9,39,8,1,1,1,1,1,1,1,1,1
2810,exact,1,2,2,0,0,0,0,0,0,0,0,0
2811,near,5,5,1,0,0,0,0,0,0,0,0,0
2812,exact,6,8,4,0,0,0,0,0,0,0,0,0
2813,far,7,9,2,0,0,0,0,0,0,0,0,0
2814,far,2,3,3,0,0,0,0,0,0,0,0,0
2815,near,8,20,8,0,0,0,0,0,0,0,0,0
2816,exact,5,5,3,1,1,1,1,1,1,1,1,1
2817,exact,8,13,3,0,0,0,0,0,0,0,0,0
2818,exact,8,13,9,0,0,0,0,0,0,0,0,0
2819,exact,9,25,5,0,0,0,0,0,0,0,0,0
2820,far,9,53,23,0,0,0,0,0,0,1,0,0
2821,far,5,5,1,0,0,0,0,0,0,0,0,0
2822,exact,5,5,1,0,0,0,0,0,0,0,0,0
2823,far,8,15,6,0,0,0,0,0,0,0,0,0
2824,near,5,5,1,0,0,0,0,0,0,0,0,0
2825,far,9,65,32,1,5,1,0,4,1,0,2,0
2826,exact,8,14,6,1,1,1,1,1,1,1,1,1
2827,near,2,3,2,0,0,0,0,0,0,0,0,0
2828,exact,9,22,14,0,0,0,0,0,0,0,0,0
2829,near,8,19,5,0,0,0,0,0,0,0,0,0
2830,exact,1,2,1,0,0,0,0,0,0,0,0,0
2831,exact,0,1,4,0,0,0,0,0,0,0,0,0
2833,exact,6,8,4,0,0,0,0,0,0,0,0,0
2834,exact,2,3,1,0,0,0,0,0,0,0,0,0
2835,far,9,51,14,6,7,5,6,7,5,6,4,5
2836,near,8,13,2,0,0,0,0,0,0,0,0,0
2837,exact,8,14,4,0,0,0,0,0,0,0,0,0
2838,exact,8,16,7,0,0,0,0,0,0,0,0,0
2839,exact,1,2,2,0,0,0,0,0,0,0,0,0
2840,exact,1,2,2,0,0,0,0,0,0,0,0,0
2842,exact,5,6,3,0,0,0,0,0,0,0,0,0
2843,near,7,9,4,0,0,0,0,0,0,0,0,0
2844,exact,8,21,12,1,0,1,1,0,1,0,0,1
2845,exact,7,10,4,0,0,0,0,0,0,0,0,0
2846,exact,1,2,2,0,0,0,0,0,0,0,0,0
2847,far,5,6,1,0,0,0,0,0,0,0,0,0
2848,near,2,3,1,0,0,0,0,0,0,0,0,0
2849,exact,9,83,30,0,2,2,0,1,0,0,1,0
2850,exact,1,2,2,0,0,0,0,0,0,0,0,0
2851,exact,1,2,4,0,0,0,0,0,0,0,0,0
2852,near,7,9,2,0,0,0,0,0,0,0,0,0
2853,exact,2,3,3,0,0,0,0,0,0,0,0,0
2854,near,6,7,2,0,0,0,0,0,0,0,0,0
2855,far,7,9,4,0,0,0,0,0,0,0,0,0
2856,far,1,2,1,0,0,0,0,0,0,0,0,0
2858,near,2,3,2,0,0,0,0,0,0,0,0,0
2859,exact,6,8,1,0,0,0,0,0,0,0,0,0
2860,far,1,2,1,0,0,0,0,0,0,0,0,0
2861,exact,3,4,2,0,0,0,0,0,0,0,0,0
2862,exact,3,4,1,0,0,0,0,0,0,0,0,0
2863,near,1,2,2,0,0,0,0,0,0,0,0,0
2864,near,2,3,4,0,0,0,0,0,0,0,0,0
2865,exact,3,4,3,0,0,0,0,0,0,0,0,0
2866,exact,9,76,28,12,2,6,10,3,7,8,2,2
2867,exact,3,4,1,0,0,0,0,0,0,0,0,0
2868,near,6,7,2,0,0,0,0,0,0,0,0,0
2869,exact,3,4,1,0,0,0,0,0,0,0,0,0
2870,exact,2,3,1,0,0,0,0,0,0,0,0,0
2872,exact,8,16,7,1,0,1,0,1,1,1,0,0
2873,exact,9,141,62,3,6,4,6,5,3,6,3,1
2874,exact,7,10,1,0,0,0,0,0,0,0,0,0
2875,exact,8,20,8,0,0,1,0,0,0,0,0,0
2876,exact,1,2,3,0,0,0,0,0,0,0,0,0
2877,exact,7,10,4,0,0,0,0,0,0,0,0,0
2878,near,5,6,3,0,0,0,0,0,0,0,0,0
2879,near,7,11,4,0,0,0,0,0,0,0,0,0
2880,near,0,1,3,0,0,0,0,0,0,0,0,0
2882,far,1,2,1,0,0,0,0,0,0,0,0,0
2883,exact,7,11,4,0,0,0,0,0,0,0,0,0
2884,exact,9,77,48,0,2,2,1,1,4,2,2,2
2885,near,6,8,4,0,0,0,0,0,0,0,0,0
2886,exact,2,3,1,0,0,0,0,0,0,0,0,0
2887,exact,8,15,5,0,0,0,0,0,0,0,0,0
2888,near,1,2,1,0,0,0,0,0,0,0,0,0
2889,near,6,8,1,0,0,0,0,0,0,0,0,0
2890,exact,6,7,5,0,0,0,0,0,0,0,0,0
2891,exact,8,13,4,0,0,0,0,0,0,0,0,0
2892,exact,2,3,1,0,0,0,0,0,0,0,0,0
2893,near,3,4,1,0,0,0,0,0,0,0,0,0
2894,exact,3,4,1,0,0,0,0,0,0,0,0,0
2895,near,2,3,1,0,0,0,0,0,0,0,0,0
2896,exact,2,3,1,0,0,0,0,0,0,0,0,0
2900,near,9,33,10,0,0,0,0,0,0,0,0,0
2901,exact,9,27,7,0,0,0,0,0,0,0,0,0
2902,exact,9,26,10,0,0,0,0,0,0,0,0,0
2903,exact,5,5,1,0,0,0,0,0,0,0,0,0
2904,near,1,2,3,0,0,0,0,0,0,0,0,0
2905,exact,2,3,1,0,0,0,0,0,0,0,0,0
2907,exact,9,23,7,0,0,0,0,1,0,0,0,0
2908,far,1,2,3,0,0,0,0,0,0,0,0,0
2909,near,3,4,2,0,0,0,0,0,0,0,0,0
2910,near,9,24,10,1,0,0,1,0,0,0,0,1
2911,exact,5,6,2,0,0,0,0,0,0,0,0,0
2912,exact,9,24,13,0,0,0,0,0,0,0,0,0
2913,near,6,7,5,0,0,0,0,0,0,0,0,0
2914,exact,8,15,3,0,0,0,0,0,0,0,0,0
2915,near,7,10,3,0,0,0,0,0,0,0,1,0
2916,exact,5,5,2,0,0,0,0,0,0,0,0,0
2917,far,6,8,1,0,0,0,0,0,0,0,0,0
2918,exact,0,1,1,0,0,0,0,0,0,0,0,0
2919,far,2,3,1,0,0,0,0,0,0,0,0,0
2920,exact,0,1,4,0,0,0,0,0,0,0,0,0
2921,far,9,28,13,3,3,3,3,3,3,3,3,2
2922,near,5,6,3,0,1,0,0,0,0,0,0,0
2925,near,3,4,3,0,0,0,0,0,0,0,0,0
2926,exact,7,10,4,0,0,1,0,0,0,0,0,0
2927,near,9,30,7,0,0,0,0,0,0,0,0,0
2928,near,3,4,1,0,0,0,0,0,0,0,0,0
2929,near,1,2,3,0,0,0,0,0,0,0,0,0
2932,exact,5,5,2,0,0,0,0,0,0,0,0,0
2933,exact,0,1,2,0,0,0,0,0,0,0,0,0
2934,exact,9,50,23,3,3,3,2,2,2,2,1,3
2935,exact,8,15,3,0,0,0,0,0,0,0,0,0
2936,near,2,3,4,0,0,0,0,0,0,0,0,0
2937,exact,1,2,2,0,0,0,0,0,0,0,0,0
2938,exact,1,2,1,0,0,0,0,0,0,0,0,0
2939,near,2,3,1,0,0,0,0,0,0,0,0,0
2940,near,2,3,2,0,0,0,0,0,0,0,0,0
2941,exact,1,2,2,0,0,0,0,0,0,0,0,0
2942,exact,5,5,4,1,1,1,1,1,1,1,1,0
2943,near,7,11,4,0,0,0,0,0,0,0,0,0
2944,near,5,6,2,0,0,0,0,0,0,0,0,0
2945,exact,7,9,1,0,0,0,0,0,0,0,0,0
2946,near,8,14,8,1,1,1,1,1,1,1,1,1
2947,near,6,8,1,1,0,0,1,0,1,0,0,0
2949,exact,9,117,57,1,2,3,2,2,3,3,2,3
2950,exact,3,4,2,0,0,0,0,0,0,0,0,0
2951,exact,2,3,2,0,0,0,0,0,0,0,0,0
2952,far,8,14,6,0,0,0,0,0,0,0,0,0
2953,near,7,10,4,0,0,0,0,0,0,0,0,0
2954,exact,7,11,4,0,0,0,0,0,0,0,0,0
2955,exact,3,4,1,0,0,0,0,0,0,0,0,0
2956,exact,9,216,101,11,12,12,10,16,18,12,16,15
2957,exact,6,7,3,0,0,0,0,0,0,0,0,0
2958,exact,8,15,7,0,0,0,0,0,0,0,0,0
2959,near,9,22,20,0,0,0,0,0,0,0,0,0
2960,far,2,3,3,0,0,0,0,0,0,0,0,0
2961,near,1,2,3,0,0,0,0,0,0,0,0,0
2962,near,3,4,2,0,0,0,0,0,0,0,0,0
2963,exact,8,16,5,0,0,0,0,0,0,0,0,0
2964,exact,6,7,2,0,0,0,0,0,0,0,0,0
2966,near,5,5,3,0,0,0,0,0,0,0,0,0
2967,near,9,25,9,0,0,0,0,0,0,0,0,0
2968,exact,1,2,3,0,0,0,0,0,0,0,0,0
2969,exact,3,4,1,0,0,0,0,0,0,0,0,0
2970,near,7,9,1,0,0,0,0,0,0,0,0,0
2972,exact,9,26,5,0,0,0,0,0,0,0,0,0
2973,near,5,5,1,0,0,0,0,0,0,0,0,0
2974,exact,1,2,3,0,0,0,0,0,0,0,0,0
2975,far,6,7,1,0,0,0,0,0,0,0,0,0
2976,near,6,7,1,0,0,0,0,0,0,0,0,0
2978,far,8,20,1,0,0,0,0,0,0,0,0,0
2980,exact,8,18,1,0,0,0,0,0,0,0,0,0
2981,far,5,5,4,0,0,0,0,0,0,0,0,0
2983,near,8,15,10,0,0,0,0,0,0,0,0,0
2984,exact,1,2,2,0,0,0,0,0,0,0,0,0
2985,exact,6,7,2,0,0,0,0,0,0,0,0,0
2986,exact,7,12,4,0,0,0,0,0,0,0,0,0
2987,exact,1,2,1,0,0,0,0,0,0,0,0,0
2988,exact,3,4,4,0,0,0,0,0,0,0,0,0
2989,far,9,34,8,0,0,0,0,0,0,0,0,0
2990,exact,3,4,2,0,0,0,0,0,0,0,0,0
2991,exact,6,8,4,0,0,0,0,0,0,0,0,0
2992,far,7,11,3,0,0,0,0,0,0,0,0,0
2993,near,7,12,9,0,0,0,0,0,0,0,0,0
2994,exact,2,3,2,0,0,0,0,0,0,0,0,0
2995,near,2,3,1,0,0,0,0,0,0,0,0,0
2996,exact,8,19,8,0,0,0,0,0,0,0,0,0
2997,near,2,3,2,0,0,0,0,0,0,0,0,0
2998,near,2,3,3,0,0,0,0,0,0,0,0,0
2999,exact,7,11,4,0,0,0,0,0,0,0,0,0
3000,far,2,3,1,0,0,0,0,0,0,0,0,0
3001,exact,9,38,26,3,3,2,3,3,3,3,1,3
3002,exact,5,6,2,0,0,0,0,0,0,0,0,0
3004,exact,2,3,2,0,0,0,0,0,0,0,0,0
3005,exact,1,2,2,0,0,0,0,0,0,0,0,0
3006,near,6,7,3,0,0,0,0,0,0,0,0,0
3007,near,2,3,1,0,0,0,0,0,0,0,0,0
3008,far,5,5,4,0,0,0,0,0,0,0,0,0
3009,exact,3,4,1,0,0,0,0,0,0,0,0,0
3010,near,5,5,4,0,0,0,0,0,0,0,0,0
3011,near,6,7,6,0,0,0,0,0,0,0,0,0
3012,near,3,4,1,0,0,0,0,0,0,0,0,0
3013,far,3,4,1,0,0,0,0,0,0,0,0,0
3014,near,8,13,1,0,0,0,0,0,0,0,0,0
3015,exact,2,3,2,0,0,0,0,0,0,0,0,0
3017,exact,7,9,2,0,0,0,0,0,0,0,0,0
3018,exact,9,34,14,1,1,1,2,1,1,1,1,1
3019,exact,6,7,1,0,0,0,0,0,0,0,0,0
3020,near,0,1,6,0,0,0,0,0,0,0,0,0
3021,near,6,7,3,0,0,0,0,0,0,0,0,0
3022,near,5,5,4,0,0,0,0,0,0,0,0,0
3023,far,0,1,1,0,0,0,0,0,0,0,0,0
